1741,CU,21668
1742,BH,15662
1743,IR,15401
1744,MR,30169
1745,GR,31017
1746,MC,17984
1747,HR,13744
1748,NA,32630
1749,CH,45500
1750,PW,40571
1751,ML,45969
1752,PW,30472
1753,TZ,27579
1754,AT,22867
1755,VI,23198
1756,EG,15201
1757,AD,25063
1758,FM,11385
1759,GU,15471
1760,UZ,37122
1761,SY,49512
1762,LS,43397
1763,RU,11777
1764,GQ,20719
1765,CY,47215
1766,BD,30207
1767,TR,26012
1768,HT,22739
1769,VC,19380
1770,MD,28796
1771,ES,15451
1772,ID,19039
1773,OM,33700
1774,AS,18032
1775,MG,14131
1776,UY,26374
1777,PY,17257
1778,JM,26092
1779,LK,23349
1780,KM,33502
1781,MR,47491
1782,BT,35770
1783,DM,35228
1784,LB,26843
1785,KI,33204
1786,LB,28606
1787,MK,12771
1788,PW,27115
1789,DJ,46337
1790,TO,13950
1791,BN,24100
1792,DK,27044
1793,VN,45688
1794,KW,20287
1795,RU,14993
1796,BH,48638
1797,SC,22193
1798,IR,48135
1799,TD,34559
1800,TR,16530
1801,VE,32022
1802,HT,29855
1803,UA,34543
1804,AD,40815
1805,GQ,16182
1806,MZ,29573
1807,IM,25902
1808,NI,42462
1809,VU,33073
1810,EG,16831
1811,TL,13577
1812,CZ,33696
1813,GF,36363
1814,GE,46126
1815,GD,35195
1816,LI,12574
1817,AX,14836
1818,GD,27875
1819,PN,43457
1820,TH,13639
1821,MA,42077
1822,JE,13319
1823,BJ,22587
1824,PL,46257
1825,MV,32291
1826,AZ,14169
1827,MZ,18294
1828,VI,12501
1829,NF,17016
1830,FM,39124
1831,AN,15627
1832,TH,27716
1833,ZW,44441
1834,LK,27098
1835,MH,29601
1836,NG,29321
1837,NR,11314
1838,GY,25943
1839,NL,45845
1840,PL,22394
1841,WS,39425
1842,IT,34346
1843,AR,44011
1844,SK,47270
1845,AE,37916
1846,TC,11770
1847,CH,49703
1848,KN,42708
1849,FI,41756
1850,UG,17663
1851,TL,13686
1852,MW,36681
1853,AX,33157
1854,PW,20408
1855,PR,20178
1856,NC,10304
1857,MX,18285
1858,HM,27667
1859,AO,31481
1860,GN,27868
1861,FO,20459
1862,NL,31605
1863,BZ,10373
1864,MR,16590
1865,EC,21842
1866,SD,26811
1867,BW,16679
1868,GP,25972
1869,ID,15872
1870,VA,25087
1871,NA,48512
1872,SH,21562
1873,PR,13243
1874,FJ,23411
1875,TC,39590
1876,TC,13191
1877,NP,33053
1878,MX,30303
1879,UA,38553
1880,PE,43317
1881,NR,36299
1882,SE,41707
1883,MZ,23888
1884,LB,13482
1885,NR,15756
1886,TC,39989
1887,CC,20629
1888,LS,45317
1889,BM,45418
1890,BS,13292
1891,KI,25314
1892,BM,26650
1893,AD,18875
1894,LV,42363
1895,SA,16883
1896,YE,12270
1897,NO,15407
1898,GS,13453
1899,MW,16155
1900,CX,13178
1901,GU,20106
1902,GQ,48054
1903,MP,28629
1904,NZ,21576
1905,AI,19497
1906,BE,34771
1907,AD,21822
1908,BO,42426
1909,SN,42054
1910,DK,25041
1911,NF,30366
1912,TG,47842
1913,PN,34875
1914,DJ,29896
1915,RE,41952
1916,GR,19136
1917,LV,19227
1918,TJ,39522
1919,CA,15780
1920,EE,18653
1921,GN,25125
1922,PT,27633
1923,KM,33938
1924,UM,46344
1925,GD,42462
1926,SB,36536
1927,MG,47900
1928,SI,20808
1929,CF,49634
1930,EC,21625
1931,TH,24263
1932,BN,38193
1933,HR,30807
1934,NU,20210
1935,AX,31721
1936,GH,16813
1937,TL,49757
1938,CO,46166
1939,KI,33881
1940,MQ,48121
1941,AX,19182
1942,PY,42477
1943,NA,41772
1944,CC,12154
1945,NE,30295
1946,KM,46512
1947,CF,31704
1948,GD,23763
1949,DZ,25300
1950,PW,28652
1951,EH,22797
1952,ET,40366
1953,PR,43527
1954,VG,35770
1955,KR,39930
1956,FJ,34746
1957,GM,15789
1958,SG,22676
1959,PK,42302
1960,TZ,34745
1961,EH,12420
1962,IO,27146
1963,KZ,28029
1964,TC,49181
1965,ID,35078
1966,GY,33603
1967,FK,17599
1968,OM,21987
1969,MQ,20058
1970,GF,34736
1971,PE,26813
1972,BG,46056
1973,FI,14735
1974,VE,11807
1975,JP,29480
1976,HU,16120
1977,CF,42243
1978,CS,11330
1979,TK,15353
1980,SJ,24109
1981,GH,22630
1982,GY,36367
1983,LS,23562
1984,KG,16261
1985,SY,27991
1986,IM,16225
1987,AL,32033
1988,WF,13813
1989,HN,37065
1990,NE,26645
1991,PL,48612
1992,GN,33639
1993,TF,14375
1994,US,20303
1995,SZ,45175
1996,GB,49106
1997,BH,32865
1998,SY,32773
1999,AQ,35330
2000,RE,34442
2001,RO,23001
2002,YE,27463
2003,AF,32999
2004,PF,26048
2005,SH,16882
2006,SV,39016
2007,AF,35072
2008,ST,15761
2009,GD,18084
2010,NO,18631
2011,VE,17074
2012,CY,48321
2013,CK,44125
2014,CX,49787
2015,PM,11649
2016,TN,37410
2017,AG,14628
2018,KH,12036
2019,NG,27837
2020,JP,40726
2021,PT,18411
2022,AS,10326
2023,GW,11783
2024,KH,40584
2025,VN,36600
2026,MC,18290
2027,NR,22031
2028,PG,24050
2029,GP,34390
2030,CR,24642
2031,AR,28568
2032,CV,24847
2033,KN,29990
2034,BR,35205
2035,CM,21342
2036,BW,33903
2037,TT,42154
2038,SZ,29747
2039,GH,15742
2040,DZ,49340
2041,OM,12877
2042,GA,40299
2043,VI,49052
2044,OM,34413
2045,AM,14056
2046,JP,47929
2047,SA,11387
2048,NI,44359
2049,MN,29827
2050,AW,47652
2051,JP,43334
2052,AM,23059
2053,TO,10962
2054,IT,14015
2055,PL,35511
2056,SI,34637
2057,DZ,34154
2058,LV,43120
2059,GB,26742
2060,AX,10098
2061,QA,47670
2062,SV,20459
2063,YT,28072
2064,VN,19965
2065,IT,14436
2066,ID,40687
2067,TN,38966
2068,UZ,39941
2069,SY,40464
2070,LK,21932
2071,MM,40079
2072,JE,23888
2073,ES,38551
2074,LV,14811
2075,GF,46582
2076,GG,34603
2077,WS,10243
2078,AF,35419
2079,FR,34665
2080,DE,19031
2081,VN,19601
2082,IS,33071
2083,CO,24801
2084,GQ,38008
2085,AT,19994
2086,PS,48010
2087,MW,30040
2088,SR,46420
2089,NU,33896
2090,NO,20477
2091,RU,23793
2092,KI,48749
2093,BZ,45601
2094,AX,41707
2095,VG,15897
2096,BY,37689
2097,CH,47313
2098,EE,30326
2099,JP,21156
